order_id,order_date,category,is_size_sensitive,price,discount_pct,customer_id,customer_past_orders,customer_past_return_rate,payment_method,region,delivery_days,days_to_purchase,returned
2046,2023-01-01 00:00:00+00:00,Beauty,0,3758.4,0.0,1315,4,0.13123856595083677,Prepaid,West,6,0,0
1796,2023-01-02 00:00:00+00:00,Apparel,1,2073.38,0.08051282479975534,1874,1,0.14880309210244433,Prepaid,East,2,7,0
2155,2023-01-02 00:00:00+00:00,Apparel,1,1149.6,0.042064018005927996,1912,2,0.01717383959531088,COD,West,8,1,0
3820,2023-01-02 00:00:00+00:00,Footwear,1,11713.32,0.0,1160,3,0.647727744911148,Prepaid,North,10,2,1
4257,2023-01-02 00:00:00+00:00,Footwear,1,337.33,0.4648878640835069,1721,2,0.13573601708898014,Prepaid,West,10,0,0
2234,2023-01-02 00:00:00+00:00,Footwear,1,408.92,0.0,2170,2,0.11048927274514918,Prepaid,West,5,1,0
65,2023-01-02 00:00:00+00:00,Home,0,1060.01,0.32676790372942344,1986,1,0.03498775045689365,COD,West,11,4,0
194,2023-01-02 00:00:00+00:00,Home,0,203.86,0.0,1760,1,0.08938080720294153,Prepaid,West,12,0,0
4836,2023-01-02 00:00:00+00:00,Electronics,0,318.96,0.0,3866,0,0.0,COD,South,12,0,0
2285,2023-01-02 00:00:00+00:00,Apparel,1,2370.2,0.025312695119831488,1292,1,0.35854215248976123,Prepaid,East,2,0,0
2579,2023-01-02 00:00:00+00:00,Electronics,0,319.06,0.0,2353,1,0.11391357939983568,COD,South,8,3,0
2897,2023-01-02 00:00:00+00:00,Apparel,1,1068.47,0.21494406316994408,3022,3,0.03740470806749068,Prepaid,South,3,2,0
4367,2023-01-02 00:00:00+00:00,Electronics,0,194.74,0.029038188426435615,4101,1,0.21145243791328286,Prepaid,South,3,4,0
248,2023-01-02 00:00:00+00:00,Footwear,1,1243.89,0.2877901822401642,2292,2,0.11851694967755526,Prepaid,West,7,0,0
1634,2023-01-02 00:00:00+00:00,Beauty,0,1092.78,0.10432193917464766,1656,4,0.24767811929755715,Prepaid,South,1,0,0
4335,2023-01-02 00:00:00+00:00,Apparel,1,906.28,0.2655086304298843,3942,3,0.04488717807557124,COD,North,10,4,0
3322,2023-01-02 00:00:00+00:00,Apparel,1,1797.59,0.0,1900,4,0.1542456637698835,COD,North,7,1,1
2337,2023-01-02 00:00:00+00:00,Home,0,1513.79,0.2422177708415715,2855,0,0.0,Prepaid,East,14,1,0
3156,2023-01-02 00:00:00+00:00,Apparel,1,206.51,0.0,3414,3,0.1209938522230323,COD,West,3,12,0
2631,2023-01-02 00:00:00+00:00,Electronics,0,1310.04,0.20268087363479112,3785,4,0.33276780945246387,Prepaid,South,14,0,0
4777,2023-01-02 00:00:00+00:00,Electronics,0,162.95,0.0,1753,2,0.34414347154237696,Prepaid,South,9,1,0
1275,2023-01-02 00:00:00+00:00,Apparel,1,1262.95,0.05829156909987149,1523,2,0.35415204174145537,Prepaid,North,8,1,1
19,2023-01-02 00:00:00+00:00,Beauty,0,3099.85,0.31829196928253034,2571,3,0.26365012921769815,Prepaid,East,10,2,0
4486,2023-01-02 00:00:00+00:00,Footwear,1,93.96,0.20627090854095761,3540,1,0.6105056394722667,Prepaid,West,3,12,0
1923,2023-01-02 00:00:00+00:00,Electronics,0,304.66,0.0,3294,1,0.24686391913369957,COD,North,1,0,0
3338,2023-01-02 00:00:00+00:00,Apparel,1,3734.21,0.5304647827886916,1559,3,0.3367705746006787,Prepaid,South,12,5,0
481,2023-01-02 00:00:00+00:00,Home,0,3321.06,0.2651770763351936,2550,1,0.21777678106798537,Prepaid,East,12,1,0
3345,2023-01-02 00:00:00+00:00,Footwear,1,308.92,0.0,3914,1,0.29445190109857355,COD,North,3,1,1
727,2023-01-03 00:00:00+00:00,Apparel,1,119.48,0.0,2474,2,0.08970470559159785,COD,East,6,0,0
2280,2023-01-03 00:00:00+00:00,Footwear,1,11075.4,0.0,1118,5,0.019410345725317156,COD,South,2,7,0
4511,2023-01-03 00:00:00+00:00,Beauty,0,5463.82,0.0,1211,2,0.19345987854173227,Prepaid,East,3,1,0
750,2023-01-03 00:00:00+00:00,Apparel,1,655.18,0.0,1718,1,0.09483502682588049,Prepaid,East,10,6,1
2309,2023-01-03 00:00:00+00:00,Beauty,0,2546.29,0.012293793876050493,2087,1,0.5264150364824342,COD,West,6,0,0
3941,2023-01-03 00:00:00+00:00,Footwear,1,698.95,0.3038534956245056,3842,2,0.006760009019938843,Prepaid,North,5,4,0
1551,2023-01-03 00:00:00+00:00,Footwear,1,11181.92,0.10545847533176228,4077,5,0.3254701647722735,Prepaid,South,4,0,0
1532,2023-01-03 00:00:00+00:00,Apparel,1,258.67,0.0,2552,1,0.2704435113334836,Prepaid,West,7,0,0
1843,2023-01-03 00:00:00+00:00,Beauty,0,1033.79,0.4344572490676851,1575,0,0.0,Prepaid,East,14,5,0
2718,2023-01-03 00:00:00+00:00,Footwear,1,8868.09,0.0,3454,0,0.0,COD,North,5,5,1
4208,2023-01-03 00:00:00+00:00,Footwear,1,677.57,0.0,3779,1,0.0706212953350543,Prepaid,East,2,0,0
3794,2023-01-03 00:00:00+00:00,Electronics,0,1746.32,0.28357091064902373,3696,0,0.0,Prepaid,West,4,0,0
867,2023-01-03 00:00:00+00:00,Footwear,1,3390.41,0.0,3537,3,0.06424676102067989,Prepaid,North,11,0,0
1490,2023-01-03 00:00:00+00:00,Apparel,1,2898.02,0.23152071131910842,1334,2,0.3206290706143663,COD,East,11,1,1
965,2023-01-03 00:00:00+00:00,Apparel,1,3587.59,0.0,4353,2,0.3209249570363409,Prepaid,North,14,8,1
220,2023-01-03 00:00:00+00:00,Footwear,1,1033.96,0.0,4309,3,0.13023439011116036,Prepaid,North,13,0,0
2774,2023-01-03 00:00:00+00:00,Home,0,2287.52,0.0,1987,2,0.21084349804176444,Prepaid,East,1,5,0
4871,2023-01-03 00:00:00+00:00,Apparel,1,1979.18,0.0,3994,2,0.13865034589554562,COD,West,8,0,0
168,2023-01-03 00:00:00+00:00,Footwear,1,404.7,0.0,1912,3,0.3139565207700754,Prepaid,North,4,5,1
4707,2023-01-03 00:00:00+00:00,Apparel,1,882.32,0.04690375701375837,3645,2,0.07937059136974088,COD,West,13,3,0
4135,2023-01-03 00:00:00+00:00,Footwear,1,1460.09,0.0,2040,2,0.017390122410231454,Prepaid,East,9,1,0
2980,2023-01-03 00:00:00+00:00,Electronics,0,4049.31,0.0,3285,4,0.4526250173504493,COD,South,3,1,0
665,2023-01-03 00:00:00+00:00,Footwear,1,3124.62,0.1175725946686456,2018,2,0.06956637123655171,Prepaid,East,9,2,0
3626,2023-01-03 00:00:00+00:00,Electronics,0,3099.51,0.07500395808938445,4486,3,0.08695570292222708,Prepaid,North,4,1,0
2663,2023-01-03 00:00:00+00:00,Home,0,1817.81,0.0,4391,1,0.24511337736227867,Prepaid,North,14,10,0
2101,2023-01-03 00:00:00+00:00,Electronics,0,1357.72,0.0,2944,1,0.035830701318375964,Prepaid,South,10,0,0
3334,2023-01-03 00:00:00+00:00,Electronics,0,665.48,0.1928120534274638,2828,3,0.045692143522593875,COD,North,9,3,0
2644,2023-01-03 00:00:00+00:00,Footwear,1,550.35,0.0,1977,1,0.05787409848725645,COD,East,12,0,0
3430,2023-01-04 00:00:00+00:00,Apparel,1,1611.83,0.1289940051863808,1421,1,0.21523774481046712,Prepaid,East,10,1,1
1519,2023-01-04 00:00:00+00:00,Home,0,553.24,0.0,3532,1,0.048296970099710165,COD,North,4,0,0
4112,2023-01-04 00:00:00+00:00,Apparel,1,436.08,0.0,2066,2,0.15197850983898128,Prepaid,East,14,1,0
477,2023-01-04 00:00:00+00:00,Footwear,1,1616.72,0.0,3025,2,0.20887597407172548,Prepaid,South,13,1,1
2443,2023-01-04 00:00:00+00:00,Apparel,1,2057.54,0.182790036561448,2650,5,0.5119894291399049,COD,East,6,2,0
3081,2023-01-04 00:00:00+00:00,Beauty,0,1919.27,0.24289264000218536,2821,1,0.5294851903398029,Prepaid,West,9,2,1
2442,2023-01-04 00:00:00+00:00,Apparel,1,944.54,0.10685516653149835,3302,1,0.05039143114546248,COD,North,7,5,0
1307,2023-01-04 00:00:00+00:00,Beauty,0,128.25,0.0,2873,2,0.3340897368158611,Prepaid,East,13,3,0
3973,2023-01-04 00:00:00+00:00,Footwear,1,5107.17,0.0,1611,4,0.05208035843583379,Prepaid,West,12,1,0
3211,2023-01-04 00:00:00+00:00,Electronics,0,813.68,0.0,3934,4,0.012219228140183204,Prepaid,East,14,1,0
3620,2023-01-04 00:00:00+00:00,Apparel,1,1125.14,0.0,3236,1,0.3114490962491689,Prepaid,South,9,1,0
1886,2023-01-04 00:00:00+00:00,Electronics,0,159.53,0.0,4165,2,0.235949887822339,Prepaid,North,3,0,0
2716,2023-01-04 00:00:00+00:00,Electronics,0,4189.95,0.0,2699,3,0.008250981829740697,Prepaid,North,13,0,0
315,2023-01-04 00:00:00+00:00,Electronics,0,729.83,0.27045396990373927,3469,3,0.19977595908532989,Prepaid,South,12,8,0
2798,2023-01-04 00:00:00+00:00,Apparel,1,569.71,0.0,2103,0,0.0,COD,East,7,0,1
2758,2023-01-04 00:00:00+00:00,Footwear,1,1970.48,0.3898657215903367,2234,1,0.16284386323756792,Prepaid,North,5,4,0
1688,2023-01-04 00:00:00+00:00,Electronics,0,801.84,0.0,2496,3,0.2670407698291474,COD,North,2,0,0
3012,2023-01-04 00:00:00+00:00,Apparel,1,4815.73,0.0,2486,2,0.33046777764188606,Prepaid,South,4,0,0
4925,2023-01-04 00:00:00+00:00,Apparel,1,759.24,0.0,4414,5,0.29266627877347584,Prepaid,East,14,1,0
1457,2023-01-04 00:00:00+00:00,Home,0,296.43,0.02272797460162504,3671,5,0.3128468068005295,Prepaid,East,4,1,1
3550,2023-01-04 00:00:00+00:00,Apparel,1,2587.87,0.04272213095344468,1869,0,0.0,Prepaid,East,11,2,0
2709,2023-01-04 00:00:00+00:00,Apparel,1,426.85,0.0,1605,5,0.061366098582855994,Prepaid,North,9,1,0
739,2023-01-04 00:00:00+00:00,Electronics,0,2908.5,0.0,3361,4,0.225914779816584,Prepaid,East,2,1,0
2994,2023-01-04 00:00:00+00:00,Apparel,1,2026.16,0.0,3867,3,0.24304542104493515,Prepaid,East,3,2,0
931,2023-01-04 00:00:00+00:00,Apparel,1,1101.73,0.2744664218806735,3377,2,0.021449401933275287,Prepaid,North,7,5,0
4502,2023-01-04 00:00:00+00:00,Home,0,786.82,0.15109167156764572,1213,1,0.007134427575711756,COD,East,9,0,0
3688,2023-01-04 00:00:00+00:00,Apparel,1,176.16,0.0,2599,0,0.0,Prepaid,North,14,1,0
3881,2023-01-04 00:00:00+00:00,Apparel,1,2967.45,0.0,1355,2,0.005184163418645715,COD,West,10,0,0
69,2023-01-04 00:00:00+00:00,Home,0,325.15,0.19506085896533523,3125,2,0.2391509715061918,Prepaid,North,10,3,0
914,2023-01-04 00:00:00+00:00,Electronics,0,430.24,0.0,2102,2,0.21645173572820936,Prepaid,West,13,3,0
403,2023-01-05 00:00:00+00:00,Electronics,0,4171.48,0.0,3924,2,0.16451909787464655,Prepaid,South,9,4,0
2794,2023-01-05 00:00:00+00:00,Footwear,1,1047.51,0.04788003427454777,2378,2,0.48562667561582246,Prepaid,West,9,0,0
2421,2023-01-05 00:00:00+00:00,Beauty,0,4800.01,0.0,1905,1,0.0344337727205527,COD,West,7,3,0
1068,2023-01-05 00:00:00+00:00,Apparel,1,1465.29,0.15880986034381486,1413,0,0.0,Prepaid,West,4,10,1
2027,2023-01-05 00:00:00+00:00,Home,0,1395.07,0.09076373581148403,3227,4,0.06952810371691877,Prepaid,North,4,0,0
2662,2023-01-05 00:00:00+00:00,Apparel,1,1165.22,0.21999853639314612,3605,2,0.16821219108063928,Prepaid,South,6,0,0
2548,2023-01-05 00:00:00+00:00,Footwear,1,1132.85,0.0,4035,0,0.0,Prepaid,East,2,5,0
4282,2023-01-05 00:00:00+00:00,Apparel,1,1177.93,0.0,1013,3,0.42372905088915486,Prepaid,North,5,4,0
4823,2023-01-05 00:00:00+00:00,Electronics,0,2272.06,0.0,1597,0,0.0,Prepaid,East,3,0,0
4565,2023-01-05 00:00:00+00:00,Beauty,0,743.84,0.23264575639450008,1460,0,0.0,COD,East,13,2,1
2549,2023-01-05 00:00:00+00:00,Home,0,1418.5,0.0,4152,3,0.7765214371289147,Prepaid,North,12,3,0
970,2023-01-05 00:00:00+00:00,Apparel,1,338.11,0.48976031305011736,3569,0,0.0,Prepaid,South,2,0,0
3920,2023-01-05 00:00:00+00:00,Footwear,1,443.38,0.0,2312,1,0.06727173462770066,Prepaid,East,4,1,1
104,2023-01-05 00:00:00+00:00,Apparel,1,5526.83,0.12104246177689072,1519,2,0.18695991921764524,Prepaid,North,7,6,0
124,2023-01-05 00:00:00+00:00,Beauty,0,374.58,0.0,3572,4,0.36203456451545396,Prepaid,West,6,12,0
1082,2023-01-05 00:00:00+00:00,Apparel,1,1721.7,0.0,3239,1,0.06295111542064899,COD,East,5,0,0
3507,2023-01-05 00:00:00+00:00,Home,0,4803.86,0.0,3293,0,0.0,Prepaid,West,5,2,0
599,2023-01-05 00:00:00+00:00,Beauty,0,506.21,0.1718720326043538,2272,2,0.07746318450578525,Prepaid,South,14,1,0
701,2023-01-05 00:00:00+00:00,Apparel,1,331.03,0.0,3941,2,0.21070779574708412,Prepaid,North,12,5,0
2896,2023-01-05 00:00:00+00:00,Apparel,1,11278.45,0.0,2898,2,0.24291562089759894,Prepaid,East,8,1,0
1017,2023-01-05 00:00:00+00:00,Electronics,0,375.63,0.0,3912,3,0.19431496401309648,COD,East,5,0,0
1943,2023-01-05 00:00:00+00:00,Electronics,0,2531.0,0.0,3895,2,0.2183020013464148,COD,North,7,3,0
2317,2023-01-05 00:00:00+00:00,Apparel,1,1312.43,0.1649995450653094,1159,3,0.23514093822616247,Prepaid,South,6,0,0
3524,2023-01-05 00:00:00+00:00,Electronics,0,1453.52,0.0,2334,2,0.06065091048421357,Prepaid,West,7,6,0
1284,2023-01-05 00:00:00+00:00,Apparel,1,285.31,0.0,4361,2,0.07968896243860252,Prepaid,East,4,4,0
2269,2023-01-05 00:00:00+00:00,Footwear,1,3804.25,0.06655242154291777,4227,3,0.4336933511042885,Prepaid,South,6,0,0
1574,2023-01-05 00:00:00+00:00,Electronics,0,960.45,0.13892372957400148,1301,2,0.20108459649298355,Prepaid,South,14,1,0
819,2023-01-05 00:00:00+00:00,Apparel,1,3885.41,0.0,4417,1,0.032488914334818486,COD,East,8,6,1
1536,2023-01-05 00:00:00+00:00,Beauty,0,1094.85,0.0,2878,2,0.3917689533205956,COD,North,7,2,0
1535,2023-01-05 00:00:00+00:00,Apparel,1,1974.8,0.14059794353386545,2840,4,0.4174824263587135,Prepaid,East,5,1,0
1903,2023-01-06 00:00:00+00:00,Home,0,1375.43,0.30390268761057637,2885,3,0.3114728162669225,Prepaid,East,1,0,0
928,2023-01-06 00:00:00+00:00,Home,0,611.26,0.0,1968,2,0.5112886710808542,COD,North,13,10,1
723,2023-01-06 00:00:00+00:00,Footwear,1,6210.12,0.40359593428472573,2913,1,0.24258427210600467,Prepaid,East,13,4,0
3224,2023-01-06 00:00:00+00:00,Beauty,0,922.8,0.0,1774,2,0.03682549897599922,COD,West,12,3,1
902,2023-01-06 00:00:00+00:00,Apparel,1,4284.91,0.0,3561,3,0.2207963011701703,COD,West,8,2,1
3229,2023-01-06 00:00:00+00:00,Footwear,1,410.22,0.0,1571,3,0.055361092869340975,Prepaid,South,5,1,0
4558,2023-01-06 00:00:00+00:00,Apparel,1,2066.47,0.0,2192,1,0.4311634069523108,Prepaid,West,8,0,1
1820,2023-01-06 00:00:00+00:00,Apparel,1,2877.27,0.0,3383,2,0.0635908323718813,Prepaid,South,7,0,0
4690,2023-01-06 00:00:00+00:00,Footwear,1,381.96,0.0,1264,4,0.11940227654641661,COD,West,7,2,1
793,2023-01-06 00:00:00+00:00,Apparel,1,1636.77,0.0,2095,3,0.4287891162967038,Prepaid,South,11,2,0
1601,2023-01-06 00:00:00+00:00,Apparel,1,4771.82,0.366276472285485,3995,0,0.0,COD,East,11,5,0
405,2023-01-06 00:00:00+00:00,Apparel,1,2803.87,0.0,3270,2,0.4040998489230968,Prepaid,East,4,2,0
2344,2023-01-06 00:00:00+00:00,Electronics,0,4500.31,0.0,3078,3,0.27116355103972684,Prepaid,West,14,10,0
4319,2023-01-06 00:00:00+00:00,Apparel,1,3093.84,0.19789201665822487,4371,2,0.052077943326396536,Prepaid,South,14,1,0
4403,2023-01-06 00:00:00+00:00,Apparel,1,25482.87,0.24236697661544307,2868,4,0.11478222300332942,Prepaid,West,9,0,0
1534,2023-01-06 00:00:00+00:00,Beauty,0,2051.64,0.0,3348,3,0.15133506144350786,COD,North,5,7,0
323,2023-01-06 00:00:00+00:00,Electronics,0,392.56,0.19106195040970333,1234,1,0.36009714998401177,Prepaid,South,10,0,0
1711,2023-01-06 00:00:00+00:00,Home,0,6363.08,0.0,3156,0,0.0,Prepaid,North,14,2,0
3437,2023-01-06 00:00:00+00:00,Electronics,0,5530.15,0.0,4389,1,0.03490394720400271,COD,West,7,3,0
2947,2023-01-06 00:00:00+00:00,Electronics,0,4288.33,0.0,4393,3,0.045988959666912306,Prepaid,East,13,8,0
3942,2023-01-06 00:00:00+00:00,Apparel,1,730.07,0.0,1675,2,0.03642850165139039,Prepaid,West,14,0,0
4205,2023-01-06 00:00:00+00:00,Apparel,1,1417.12,0.21524172491993127,3988,2,0.319113571076509,COD,West,10,0,0
3857,2023-01-07 00:00:00+00:00,Apparel,1,2165.81,0.1770737822338594,2125,1,0.27427189923593576,Prepaid,West,12,7,1
4643,2023-01-07 00:00:00+00:00,Electronics,0,1212.72,0.0,2468,1,0.1531901372926643,Prepaid,North,9,0,0
2237,2023-01-07 00:00:00+00:00,Footwear,1,480.13,0.15308237042452014,2720,5,0.2904487340263073,Prepaid,West,7,1,0
1262,2023-01-07 00:00:00+00:00,Apparel,1,813.95,0.016572539806045727,4321,5,0.02253822201513134,Prepaid,South,13,1,0
242,2023-01-07 00:00:00+00:00,Footwear,1,1665.67,0.14383047193081602,3340,3,0.36841079306035635,Prepaid,North,4,1,0
866,2023-01-07 00:00:00+00:00,Electronics,0,1034.39,0.18656862620795062,1313,1,0.03570002049206203,Prepaid,East,12,2,0
2438,2023-01-07 00:00:00+00:00,Apparel,1,689.03,0.0,1111,2,0.2512327998675038,COD,South,2,1,0
1264,2023-01-07 00:00:00+00:00,Apparel,1,424.25,0.3013661085826139,2360,3,0.40724828824905973,Prepaid,East,6,6,0
590,2023-01-07 00:00:00+00:00,Apparel,1,530.85,0.3450200584935874,3064,3,0.6274577234673338,COD,North,13,1,0
4263,2023-01-07 00:00:00+00:00,Footwear,1,2109.31,0.01388715382500924,3462,0,0.0,Prepaid,East,13,4,0
2176,2023-01-07 00:00:00+00:00,Apparel,1,1012.59,0.11538665515593538,4497,2,0.2131491778343991,Prepaid,North,12,1,1
2459,2023-01-07 00:00:00+00:00,Apparel,1,4317.87,0.0,2517,1,0.17176082786757796,Prepaid,West,12,3,1
1835,2023-01-07 00:00:00+00:00,Footwear,1,992.13,0.0,1864,2,0.06848139485220797,COD,West,7,2,1
2841,2023-01-07 00:00:00+00:00,Footwear,1,1875.42,0.0,1576,3,0.0772981573728134,Prepaid,East,3,2,0
4973,2023-01-07 00:00:00+00:00,Apparel,1,667.02,0.3604595663952802,2945,3,0.00627367614064674,COD,South,1,1,0
4390,2023-01-07 00:00:00+00:00,Apparel,1,5578.28,0.0,2493,0,0.0,COD,East,5,0,0
2162,2023-01-07 00:00:00+00:00,Beauty,0,1937.25,0.0,2752,4,0.03620621369575133,Prepaid,West,7,2,0
2364,2023-01-07 00:00:00+00:00,Apparel,1,143.52,0.0,2996,2,0.000623138166101218,COD,East,13,1,0
2976,2023-01-07 00:00:00+00:00,Apparel,1,1329.67,0.08650182527652361,1748,1,0.23657864247490443,Prepaid,East,4,0,0
1675,2023-01-07 00:00:00+00:00,Home,0,820.11,0.0,3330,4,0.029204025411491228,Prepaid,South,13,3,0
1619,2023-01-07 00:00:00+00:00,Footwear,1,704.04,0.34001623778746876,1005,2,0.33430909673477566,COD,North,9,14,1
3395,2023-01-07 00:00:00+00:00,Apparel,1,1042.19,0.31073904046221756,4245,1,0.2982864671799352,Prepaid,North,7,6,0
1431,2023-01-07 00:00:00+00:00,Electronics,0,4934.25,0.06845765903285503,1508,2,0.00475089243316265,Prepaid,South,12,8,0
3791,2023-01-07 00:00:00+00:00,Electronics,0,235.73,0.06851021415680326,2602,3,0.026729318449814996,COD,West,10,1,0
804,2023-01-08 00:00:00+00:00,Footwear,1,549.49,0.15199936191452854,4321,1,0.2985257730796102,COD,North,2,2,0
3592,2023-01-08 00:00:00+00:00,Footwear,1,631.75,0.0,2660,1,0.08108459116045895,COD,West,9,3,0
3295,2023-01-08 00:00:00+00:00,Apparel,1,449.05,0.0,4002,1,0.1453482937625614,Prepaid,West,10,0,1
3985,2023-01-08 00:00:00+00:00,Footwear,1,1021.86,0.14915683727511458,1301,1,0.07320962494119801,Prepaid,East,7,5,0
4963,2023-01-08 00:00:00+00:00,Apparel,1,1293.25,0.05992990172658068,3347,3,0.07033272167689082,COD,South,3,0,0
2960,2023-01-08 00:00:00+00:00,Home,0,399.97,0.0,3442,2,0.23321534829663063,Prepaid,East,6,0,1
1238,2023-01-08 00:00:00+00:00,Beauty,0,625.42,0.05918924257536444,1577,0,0.0,Prepaid,South,6,2,0
304,2023-01-08 00:00:00+00:00,Beauty,0,121.69,0.18673410647562372,2270,2,0.41983043372807327,Prepaid,South,7,0,1
399,2023-01-08 00:00:00+00:00,Apparel,1,1585.07,0.0,3406,1,0.1443448664525523,Prepaid,North,11,10,0
3790,2023-01-08 00:00:00+00:00,Home,0,338.12,0.016700857788101292,1387,4,0.10310085285777232,Prepaid,South,8,0,0
1248,2023-01-08 00:00:00+00:00,Footwear,1,142.4,0.3332418301949696,3675,1,0.1842275027588548,COD,North,9,0,0
3944,2023-01-08 00:00:00+00:00,Beauty,0,254.93,0.10583963003998614,1170,1,0.2846633844717007,Prepaid,South,6,2,0
3185,2023-01-08 00:00:00+00:00,Apparel,1,457.53,0.4756572297956856,1043,2,0.2118364256526308,COD,South,11,0,1
674,2023-01-08 00:00:00+00:00,Beauty,0,1636.93,0.0,2613,2,0.22397035820146616,Prepaid,East,14,1,1
3690,2023-01-08 00:00:00+00:00,Electronics,0,592.34,0.0,4368,1,0.17610085817743637,Prepaid,West,13,0,0
374,2023-01-08 00:00:00+00:00,Apparel,1,7146.49,0.0,1010,2,0.20088461390412807,Prepaid,East,14,0,0
2291,2023-01-08 00:00:00+00:00,Electronics,0,764.9,0.04113456730309846,4471,0,0.0,COD,East,5,2,0
4765,2023-01-08 00:00:00+00:00,Apparel,1,1190.43,0.3354810289059611,3747,3,0.10644641700097032,COD,East,11,2,0
1734,2023-01-08 00:00:00+00:00,Electronics,0,1423.86,0.13430761250328574,1444,1,0.3769186977556041,Prepaid,West,7,0,0
850,2023-01-08 00:00:00+00:00,Home,0,2670.91,0.0958901329725409,1789,1,0.09871018080266274,Prepaid,East,13,4,0
2274,2023-01-08 00:00:00+00:00,Electronics,0,598.03,0.0,3961,9,0.04787260471004861,Prepaid,West,9,0,0
3710,2023-01-08 00:00:00+00:00,Electronics,0,3217.98,0.0,2941,2,0.09119671540126087,Prepaid,West,12,1,0
57,2023-01-08 00:00:00+00:00,Beauty,0,2081.95,0.0,1562,0,0.0,COD,North,3,2,0
3155,2023-01-08 00:00:00+00:00,Footwear,1,547.07,0.20054551926217562,3590,5,0.0004910824873019042,Prepaid,North,2,0,0
4984,2023-01-08 00:00:00+00:00,Electronics,0,722.2,0.0,2386,2,0.06344122894996448,Prepaid,South,14,5,0
1963,2023-01-08 00:00:00+00:00,Apparel,1,1396.33,0.0,2914,4,0.06947697905253973,Prepaid,South,10,6,0
1916,2023-01-08 00:00:00+00:00,Apparel,1,593.58,0.08661617806639063,2293,1,0.2060256343791863,Prepaid,South,3,4,1
2526,2023-01-08 00:00:00+00:00,Electronics,0,564.36,0.0,2316,0,0.0,Prepaid,South,13,2,0
