order_id,order_date,category,is_size_sensitive,price,discount_pct,customer_id,customer_past_orders,customer_past_return_rate,payment_method,region,delivery_days,days_to_purchase,returned
4812,2023-01-02,Home,0,2954.7,0.04011540369068692,2594,2,0.5770217104549834,Prepaid,South,6,0,0
4618,2023-01-02,Footwear,1,247.69,0.0,3753,5,0.07625068542054961,Prepaid,South,14,4,0
90,2023-01-02,Apparel,1,164.07,0.0,1839,4,0.02957038127005713,Prepaid,South,2,6,0
3025,2023-01-02,Home,0,1014.89,0.0,2330,2,0.0586731007155281,Prepaid,West,11,2,0
3690,2023-01-02,Footwear,1,457.13,0.4594885916594942,2363,0,0.0,COD,South,14,2,0
4759,2023-01-02,Apparel,1,887.55,0.0,2562,2,0.13285960046680081,COD,West,6,5,0
1198,2023-01-02,Home,0,1215.17,0.17927429117168692,2886,2,0.021163613535929264,COD,East,6,0,0
1881,2023-01-02,Electronics,0,230.94,0.4202837888599067,4118,5,0.6922177415521678,COD,East,5,4,0
3310,2023-01-02,Beauty,0,24213.68,0.0,3121,3,0.04418534947354144,Prepaid,East,12,3,0
2401,2023-01-02,Home,0,1728.67,0.0,3397,4,0.23030949461357267,Prepaid,South,14,1,0
1671,2023-01-02,Footwear,1,216.23,0.0,3625,1,0.010217432554341493,Prepaid,West,12,6,0
554,2023-01-02,Apparel,1,1448.11,0.0,2573,0,0.0,Prepaid,North,11,3,0
4285,2023-01-02,Electronics,0,1217.68,0.0,2493,2,0.33972777030679974,Prepaid,North,6,0,0
4659,2023-01-02,Beauty,0,2055.36,0.0,4246,2,0.053370378918113213,Prepaid,West,13,6,0
4332,2023-01-02,Apparel,1,961.03,0.0,3820,2,0.21131640623402126,COD,West,6,0,0
843,2023-01-02,Electronics,0,1020.39,0.03520178111938917,3997,3,0.18806322350503324,Prepaid,West,5,5,1
2360,2023-01-02,Footwear,1,707.33,0.0,2726,1,0.0512695852596312,COD,East,3,3,0
1019,2023-01-02,Apparel,1,1512.6,0.3937572645946227,3168,3,0.318627281948096,Prepaid,North,3,1,0
4324,2023-01-02,Electronics,0,1040.97,0.0,2432,0,0.0,Prepaid,East,3,0,0
1102,2023-01-02,Beauty,0,108.46,0.0,1862,3,0.04740412615347512,COD,North,13,2,0
297,2023-01-03,Apparel,1,201.77,0.0,4487,1,0.2285794173132653,Prepaid,South,9,0,0
1575,2023-01-03,Electronics,0,617.4,0.4557522443311325,1780,3,0.08651974846598554,Prepaid,East,13,2,0
1452,2023-01-03,Footwear,1,1739.01,0.0,1211,1,0.1852071085986582,Prepaid,West,8,2,0
4670,2023-01-03,Footwear,1,604.76,0.0,1087,1,0.37529930761842617,Prepaid,South,1,2,1
4781,2023-01-03,Apparel,1,472.63,0.0,3576,3,0.32490588082445376,COD,South,10,0,1
12,2023-01-03,Apparel,1,1534.32,0.14445866745737365,1042,5,0.48523844504368147,Prepaid,North,11,0,0
4537,2023-01-03,Home,0,1445.0,0.0,1854,1,0.806316922146958,COD,East,13,2,0
762,2023-01-03,Electronics,0,7102.57,0.26959471520186995,1099,2,0.1998531335366858,Prepaid,South,2,2,0
3383,2023-01-03,Apparel,1,1234.5,0.19097778107396832,4310,8,0.29753719956806135,COD,South,14,4,0
1607,2023-01-03,Beauty,0,3062.82,0.0,4308,1,0.04613590233002793,Prepaid,West,3,9,0
4626,2023-01-03,Home,0,4088.3,0.35741520910732427,1283,2,0.007450956310826858,Prepaid,East,9,11,0
3980,2023-01-03,Apparel,1,5428.79,0.0,3547,1,0.0950104756075816,Prepaid,East,9,1,0
4725,2023-01-03,Footwear,1,1175.6,0.3595303056042226,2390,2,0.007812181450011558,Prepaid,North,12,1,0
167,2023-01-03,Home,0,1285.38,0.10050205371044393,2538,4,0.36506398423326664,COD,South,6,3,0
1383,2023-01-03,Apparel,1,1020.36,0.0,4207,3,0.6303119795803684,COD,East,1,0,0
4330,2023-01-03,Beauty,0,558.26,0.04150102025309911,1332,4,0.010358331641288292,Prepaid,West,7,1,0
1793,2023-01-03,Footwear,1,199.87,0.34518463397843857,2561,3,0.15983644753259477,Prepaid,North,1,7,0
500,2023-01-03,Beauty,0,2909.92,0.0,3094,0,0.0,Prepaid,North,12,5,0
157,2023-01-03,Beauty,0,4307.13,0.1934584202353063,2007,1,0.5417302635890063,Prepaid,South,9,0,0
3780,2023-01-03,Footwear,1,643.45,0.01678620825540099,3973,3,0.08382555177377397,Prepaid,East,13,15,0
1666,2023-01-03,Beauty,0,4352.76,0.0,2635,4,0.11908605619544545,Prepaid,North,6,3,0
2378,2023-01-03,Home,0,22106.06,0.0,1088,0,0.0,Prepaid,South,9,0,0
3078,2023-01-03,Beauty,0,2105.27,0.2416485136795444,2941,2,0.0030912896129613606,Prepaid,East,2,4,0
1637,2023-01-03,Apparel,1,1304.0,0.0041591880313957,4030,1,0.1880108375254631,COD,West,12,1,0
1915,2023-01-03,Beauty,0,624.65,0.1697852821638442,1288,3,0.05294123174916276,Prepaid,West,2,0,0
4486,2023-01-03,Apparel,1,11496.81,0.0,2931,3,0.14292424307626395,Prepaid,East,2,0,0
1397,2023-01-04,Apparel,1,1797.41,0.08966675714871569,4329,1,0.16938215389704595,COD,East,4,4,0
1456,2023-01-04,Electronics,0,796.82,0.4188659643731999,4467,3,0.33951943259640743,Prepaid,West,4,2,0
3741,2023-01-04,Apparel,1,150.85,0.0,1505,2,0.1232305374465222,COD,East,4,0,0
768,2023-01-04,Beauty,0,455.18,0.0,1859,3,0.3042030964318426,COD,West,4,6,0
3608,2023-01-04,Beauty,0,1493.01,0.31716815028006146,1391,0,0.0,COD,West,7,1,0
2572,2023-01-04,Beauty,0,978.81,0.36986884958531396,2428,1,0.19682165502229923,Prepaid,South,6,3,0
2964,2023-01-04,Apparel,1,408.91,0.0,2729,1,0.09822023913654349,Prepaid,East,3,2,0
4795,2023-01-04,Electronics,0,1233.49,0.0,2637,3,0.4235662609463174,COD,East,14,1,0
3484,2023-01-04,Footwear,1,287.68,0.0,3723,2,0.07499856238502647,COD,West,9,2,1
4631,2023-01-04,Home,0,366.65,0.1459725747627367,3726,3,0.10123366862913774,Prepaid,East,13,0,0
4363,2023-01-04,Home,0,848.39,0.0,3810,3,0.12180927989961968,COD,South,10,0,0
2895,2023-01-04,Footwear,1,855.16,0.0,1925,1,0.145957734960946,Prepaid,North,14,1,0
4866,2023-01-04,Footwear,1,190.79,0.0,2742,3,0.11773735678876485,Prepaid,North,7,0,0
3818,2023-01-04,Apparel,1,1061.69,0.0,3926,3,0.11412521062596932,Prepaid,East,9,0,1
184,2023-01-04,Apparel,1,234.6,0.0,2367,2,0.2693550742190366,Prepaid,West,10,5,0
3528,2023-01-04,Electronics,0,4275.7,0.0,4298,1,0.06172122363632517,Prepaid,West,11,1,0
3911,2023-01-04,Footwear,1,1822.88,0.0,3016,4,0.12268049386071862,COD,West,8,8,0
3869,2023-01-04,Footwear,1,1602.27,0.1814687332168559,2128,2,0.5476815236980345,Prepaid,North,11,3,0
2991,2023-01-04,Apparel,1,1577.72,0.22115285723786282,1319,2,0.14783456841159562,Prepaid,North,13,2,0
4658,2023-01-04,Apparel,1,487.8,0.26324679097666054,2778,1,0.2997886057168613,Prepaid,East,4,2,0
3200,2023-01-04,Footwear,1,1901.77,0.3943872665751613,1285,1,0.18592268414146043,Prepaid,South,9,1,0
4445,2023-01-04,Footwear,1,3291.92,0.0,1450,3,0.08341067724115452,Prepaid,West,1,0,0
3041,2023-01-04,Apparel,1,1983.33,0.0,1127,1,0.1531617554327162,Prepaid,North,11,7,0
2046,2023-01-04,Apparel,1,1153.71,0.6048435179194926,2670,3,0.17802640225828772,Prepaid,East,8,1,1
851,2023-01-04,Apparel,1,1630.12,0.0,1485,5,0.24755114636843817,COD,South,2,2,0
4299,2023-01-04,Apparel,1,1892.45,0.0,1588,1,0.5904556677433432,Prepaid,West,11,0,0
3875,2023-01-04,Apparel,1,382.21,0.0,1364,3,0.3752239785060151,Prepaid,North,6,1,0
4571,2023-01-04,Beauty,0,854.09,0.2966997259459592,3999,0,0.0,COD,South,11,0,0
99,2023-01-04,Electronics,0,15119.53,0.0,1651,0,0.0,Prepaid,East,6,1,0
1092,2023-01-04,Electronics,0,748.69,0.07726419703405862,3446,2,0.2281623417208165,COD,South,12,1,0
2365,2023-01-04,Home,0,644.3,0.0,1028,7,0.6397998553605173,COD,East,10,0,1
2386,2023-01-04,Apparel,1,6027.15,0.0,3109,2,0.4358098371215414,COD,South,3,1,0
1485,2023-01-04,Electronics,0,2094.56,0.0,1126,0,0.0,Prepaid,South,1,0,0
1965,2023-01-05,Apparel,1,1012.03,0.0,4361,1,0.029507515932621572,Prepaid,East,12,0,0
228,2023-01-05,Apparel,1,1194.28,0.0,1143,1,0.4973226699335617,COD,North,13,0,0
582,2023-01-05,Home,0,1259.61,0.010357076364442303,4406,5,0.057541362553821314,Prepaid,West,5,0,0
2670,2023-01-05,Electronics,0,2013.98,0.0,1351,2,0.0891828685813069,Prepaid,West,10,4,0
4155,2023-01-05,Apparel,1,2909.41,0.3241252078023449,2679,0,0.0,Prepaid,South,11,1,0
2914,2023-01-05,Apparel,1,1207.28,0.0,3136,1,0.05547540195889433,Prepaid,North,14,5,0
1601,2023-01-05,Apparel,1,3693.35,0.13771762390544492,1971,2,0.1123592616367418,COD,East,13,0,1
1266,2023-01-05,Beauty,0,333.92,0.0,1268,1,0.03297998164592454,Prepaid,West,8,4,0
3376,2023-01-05,Apparel,1,1862.97,0.06623084349239058,2129,0,0.0,COD,South,4,0,0
3396,2023-01-05,Apparel,1,4620.26,0.3789672499222626,1941,0,0.0,COD,South,2,2,1
751,2023-01-05,Electronics,0,11753.69,0.0,1652,1,0.09543006571242396,COD,East,14,0,0
3226,2023-01-05,Apparel,1,5808.84,0.0,2578,3,0.22321643030643562,Prepaid,West,13,0,1
364,2023-01-05,Electronics,0,244.39,0.0,2108,3,0.13022990219185265,Prepaid,South,8,0,0
1237,2023-01-05,Apparel,1,910.65,0.07773857668867788,4079,1,0.11064212087079427,Prepaid,West,14,5,0
2472,2023-01-05,Home,0,3138.12,0.0,1141,1,0.362613621161461,Prepaid,North,4,2,0
700,2023-01-05,Footwear,1,763.75,0.19743662468583795,3954,1,0.23985933341047583,Prepaid,West,9,1,0
3101,2023-01-05,Home,0,860.1,0.10775245201381085,2520,5,0.07279739617902414,Prepaid,East,12,1,0
2590,2023-01-05,Apparel,1,315.61,0.0,1175,2,0.38389533979189167,Prepaid,West,13,3,0
683,2023-01-05,Apparel,1,258.95,0.0,2707,4,0.28087265149690843,Prepaid,West,9,0,0
3966,2023-01-05,Footwear,1,7501.04,0.37234157472594875,2040,1,0.1136885895301524,COD,East,14,0,1
1025,2023-01-05,Electronics,0,390.2,0.028101467497052446,3645,2,0.06928554666156167,Prepaid,East,1,0,0
4442,2023-01-05,Apparel,1,346.12,0.0,4481,1,0.21069705553045642,Prepaid,West,14,1,0
3576,2023-01-05,Apparel,1,1986.26,0.19555633765362168,2208,1,0.2554196747781361,COD,South,10,2,0
2187,2023-01-05,Footwear,1,556.14,0.0,2441,1,0.17123418555864342,Prepaid,East,4,1,0
4173,2023-01-05,Apparel,1,141.74,0.0,3274,1,0.5330082504366832,COD,South,6,2,0
405,2023-01-05,Footwear,1,76.5,0.0,2757,3,0.15079921453735212,Prepaid,South,14,0,0
1855,2023-01-05,Apparel,1,5086.82,0.0,2640,1,0.0737444859849399,Prepaid,North,13,0,1
1348,2023-01-05,Apparel,1,1771.85,0.0,2940,2,0.13711569850709876,Prepaid,North,2,4,0
3972,2023-01-05,Beauty,0,3722.5,0.33866906047553236,3070,4,0.02188183207216164,COD,East,5,6,0
936,2023-01-05,Electronics,0,508.19,0.36292270303667695,2695,2,0.04711054441468414,Prepaid,South,11,1,0
1069,2023-01-06,Beauty,0,1179.37,0.1089965506473245,3806,0,0.0,Prepaid,South,4,3,0
1084,2023-01-06,Apparel,1,4815.53,0.0,1102,1,0.4415645501515076,COD,South,14,1,1
3971,2023-01-06,Electronics,0,339.14,0.20146166343646804,2242,2,0.10800540078991266,COD,South,2,3,0
1078,2023-01-06,Apparel,1,493.87,0.08328839951959072,3832,1,0.25581429003178907,COD,South,10,0,1
3939,2023-01-06,Apparel,1,527.29,0.02167495621259638,1067,5,0.07757705369402783,Prepaid,North,14,11,0
3952,2023-01-06,Beauty,0,1771.03,0.16440153656062378,1711,2,0.19426605785167947,COD,East,8,2,0
2051,2023-01-06,Footwear,1,2084.6,0.0,3603,0,0.0,Prepaid,South,1,2,0
3006,2023-01-06,Electronics,0,607.47,0.2944699227503459,4408,1,0.4438087178898766,COD,South,9,0,0
2647,2023-01-06,Electronics,0,774.46,0.04187951090568318,4125,0,0.0,Prepaid,West,14,0,0
810,2023-01-06,Apparel,1,9577.08,0.11120275204830989,1331,1,0.3501713653887898,Prepaid,West,1,6,0
4397,2023-01-06,Electronics,0,1781.51,0.0,1526,5,0.016666518775852818,Prepaid,North,3,6,0
3456,2023-01-06,Beauty,0,5170.09,0.0,3829,0,0.0,Prepaid,South,3,0,0
1558,2023-01-06,Apparel,1,597.39,0.1649536235926077,4256,4,0.05897744893934568,COD,West,9,1,1
4880,2023-01-06,Beauty,0,6971.35,0.0,3841,2,0.27452631126578236,Prepaid,North,3,2,0
366,2023-01-06,Beauty,0,1253.2,0.0,1012,3,0.004156990440578512,COD,North,7,9,0
2505,2023-01-06,Electronics,0,1634.08,0.0,1147,0,0.0,Prepaid,North,6,0,0
687,2023-01-06,Footwear,1,526.48,0.14223351921760957,2357,1,0.005656220285964273,COD,East,4,3,0
3084,2023-01-06,Apparel,1,496.4,0.03095759250253287,2099,3,0.11997103228568998,COD,North,10,1,0
4846,2023-01-06,Beauty,0,796.5,0.04358710683740025,3040,1,0.10201727774174135,Prepaid,East,6,11,0
151,2023-01-06,Electronics,0,2297.93,0.2945877723732274,3784,1,0.29174551429102485,Prepaid,North,2,1,0
251,2023-01-06,Apparel,1,191.39,0.0,2595,2,0.06350934310106139,Prepaid,North,10,4,0
1341,2023-01-06,Electronics,0,687.09,0.0,4495,1,0.16445379415507808,Prepaid,South,10,2,0
1330,2023-01-06,Electronics,0,789.38,0.0,2909,3,0.04998205933380903,Prepaid,North,7,0,0
1469,2023-01-06,Home,0,401.11,0.5546858491794505,2859,5,0.22693285730055587,Prepaid,West,14,6,0
4123,2023-01-06,Apparel,1,1609.13,0.1395300840058925,2751,0,0.0,Prepaid,North,8,0,0
3674,2023-01-06,Electronics,0,1981.92,0.0,3589,3,0.061822952973137335,Prepaid,East,3,0,0
108,2023-01-06,Apparel,1,867.16,0.0,2655,0,0.0,COD,South,14,0,1
1350,2023-01-06,Apparel,1,3030.73,0.14807395868906592,3220,1,0.07915653374968211,Prepaid,South,2,18,0
2579,2023-01-06,Apparel,1,1078.87,0.0,2111,0,0.0,Prepaid,West,1,3,0
4727,2023-01-06,Apparel,1,803.17,0.1712640244079915,3723,1,0.13030118635179086,Prepaid,South,2,1,0
3717,2023-01-06,Electronics,0,166.19,0.0,3850,3,0.06013491918890025,COD,North,1,5,0
1152,2023-01-06,Electronics,0,813.94,0.39875968690680985,2326,0,0.0,COD,East,14,5,0
633,2023-01-06,Apparel,1,616.71,0.0,1815,1,0.1215951575272911,Prepaid,West,1,0,0
4099,2023-01-06,Apparel,1,9675.75,0.1654648733102887,3291,1,0.20501778574127025,Prepaid,South,4,1,0
2641,2023-01-06,Electronics,0,1329.18,0.3057802367507869,3942,1,0.4413137711015999,Prepaid,West,6,1,1
1967,2023-01-06,Apparel,1,1084.56,0.0,3838,4,0.24376810075841354,Prepaid,West,14,1,0
300,2023-01-07,Apparel,1,320.7,0.0,3958,0,0.0,COD,North,9,0,1
4539,2023-01-07,Beauty,0,532.72,0.0,2513,0,0.0,Prepaid,West,7,2,0
334,2023-01-07,Apparel,1,1082.13,0.0,1504,0,0.0,Prepaid,South,7,2,0
2158,2023-01-07,Apparel,1,3219.62,0.39965643465714884,4111,2,0.3120698231316343,Prepaid,South,1,2,0
285,2023-01-07,Footwear,1,279.91,0.0,1446,5,0.1105816919481924,Prepaid,West,13,2,0
1109,2023-01-07,Apparel,1,454.93,0.0,4047,1,0.21948443744879836,Prepaid,North,4,0,0
477,2023-01-07,Apparel,1,3358.62,0.0,1127,1,0.036365395238485504,Prepaid,North,6,8,0
339,2023-01-07,Apparel,1,804.85,0.0,3401,3,0.18276660267797223,Prepaid,West,13,6,0
155,2023-01-07,Footwear,1,3063.13,0.0,3395,1,0.46913656152523564,Prepaid,North,7,14,1
4367,2023-01-07,Beauty,0,5760.33,0.06613883389046055,3952,5,0.13779911961193575,COD,West,4,1,1
3496,2023-01-07,Apparel,1,842.63,0.053116318890441584,3418,3,0.03898638245625417,COD,West,2,5,0
819,2023-01-07,Apparel,1,175.08,0.0,3288,1,0.1335571633842836,Prepaid,East,2,10,0
4684,2023-01-07,Footwear,1,598.74,0.0,4107,3,0.6047304135877878,Prepaid,North,6,6,1
4664,2023-01-07,Home,0,11407.41,0.0,3945,0,0.0,Prepaid,East,2,1,0
2917,2023-01-07,Electronics,0,458.89,0.0,2837,0,0.0,Prepaid,East,11,1,0
956,2023-01-07,Apparel,1,128.54,0.0,3966,2,0.035748201250480276,Prepaid,West,7,0,0
2888,2023-01-07,Footwear,1,3052.59,0.31456294969941156,3571,4,0.021471099285914886,Prepaid,East,10,4,0
4797,2023-01-07,Home,0,1039.15,0.454469425853657,2093,3,0.21597675339312886,Prepaid,South,2,0,0
748,2023-01-07,Home,0,3010.3,0.0,4281,2,0.01289138849722403,COD,North,6,0,0
873,2023-01-07,Home,0,290.71,0.0,2866,5,0.3353772898916845,COD,North,1,3,1
3480,2023-01-07,Apparel,1,1176.0,0.19879782812375296,2466,4,0.01986011315837875,Prepaid,North,6,0,0
1073,2023-01-07,Apparel,1,839.42,0.2015650722171852,3969,1,0.1053113166587867,Prepaid,East,13,0,0
1462,2023-01-07,Beauty,0,939.81,0.06607739851228475,4155,2,0.20663606940617965,Prepaid,West,4,2,0
4868,2023-01-07,Footwear,1,757.63,0.34828743976422427,3873,1,0.3086840707462398,Prepaid,East,2,0,0
2893,2023-01-07,Electronics,0,308.73,0.09010068980517422,3344,2,0.6710763685533713,COD,North,5,6,0
4841,2023-01-07,Apparel,1,712.87,0.0,4392,3,0.5679991117007851,COD,North,1,3,1
3917,2023-01-07,Apparel,1,8543.68,0.0,3841,4,0.2732806960417339,Prepaid,West,2,5,0
1776,2023-01-07,Home,0,592.47,0.12529056047965942,3260,2,0.17494086606440354,COD,East,5,3,0
2044,2023-01-07,Apparel,1,3460.93,0.0,1639,2,0.029442239165367656,Prepaid,West,1,6,0
3950,2023-01-07,Beauty,0,533.84,0.550780075642007,1976,3,0.23507475835421893,Prepaid,West,9,1,1
782,2023-01-07,Home,0,932.28,0.0,4249,2,0.20880029903943867,Prepaid,East,14,4,0
3126,2023-01-07,Apparel,1,158.86,0.3082058521629475,1623,0,0.0,Prepaid,West,10,2,1
1937,2023-01-07,Beauty,0,925.18,0.0,2141,3,0.2246711425410974,Prepaid,East,4,1,0
860,2023-01-08,Footwear,1,5539.47,0.4179407386017888,2277,0,0.0,Prepaid,North,9,2,0
4459,2023-01-08,Beauty,0,2003.63,0.0,1039,1,0.106535776801041,Prepaid,South,10,15,1
4103,2023-01-08,Home,0,1976.03,0.0,4332,2,0.11590434865646003,Prepaid,South,7,2,0
3489,2023-01-08,Electronics,0,1881.04,0.0,1588,1,0.3115732217127672,COD,North,2,2,0
1173,2023-01-08,Apparel,1,456.3,0.0,4183,2,0.0826184079345679,Prepaid,West,9,0,0
3625,2023-01-08,Footwear,1,3899.23,0.2582162982718814,1985,1,0.5307327761190813,Prepaid,East,12,0,0
4190,2023-01-08,Apparel,1,2936.54,0.13779123288992415,3362,3,0.05759392067722757,Prepaid,South,10,3,0
3675,2023-01-08,Apparel,1,883.77,0.11155315728404082,2940,1,0.6522296049008033,Prepaid,South,4,8,0
2287,2023-01-08,Electronics,0,637.45,0.10114956279908943,1216,1,0.4181401102654084,COD,West,6,7,0
1140,2023-01-08,Apparel,1,571.72,0.0,3627,1,0.20925985552827017,Prepaid,West,13,5,0
4086,2023-01-08,Apparel,1,2087.3,0.27939621494327177,4269,2,0.06756753703472254,Prepaid,East,3,2,0
313,2023-01-08,Beauty,0,1649.77,0.0,3101,2,0.41366984173428306,COD,North,3,0,0
4345,2023-01-08,Electronics,0,1332.8,0.0,3375,3,0.08120091232149065,Prepaid,West,2,1,0
2735,2023-01-08,Footwear,1,696.35,0.14732834777782838,2008,1,0.16438651184589276,COD,South,8,0,0
793,2023-01-08,Electronics,0,1434.26,0.2194431747828025,3042,3,0.03605016744224184,Prepaid,North,14,1,0
3975,2023-01-08,Home,0,2384.43,0.0,2881,0,0.0,Prepaid,East,8,5,0
534,2023-01-08,Electronics,0,881.87,0.0005147489991693538,3239,2,0.3969456782532678,COD,West,4,1,0
4921,2023-01-08,Beauty,0,1303.1,0.0,3310,1,0.11535411222935517,Prepaid,East,12,1,0
550,2023-01-08,Apparel,1,4421.21,0.14099446643633695,2333,1,0.2368892048759811,COD,North,4,3,0
1579,2023-01-08,Beauty,0,2856.14,0.0,3352,4,0.5106517349100356,Prepaid,West,11,0,1
4007,2023-01-08,Apparel,1,337.1,0.0,3503,4,0.15883790601838352,COD,East,8,8,1
1968,2023-01-08,Footwear,1,1118.2,0.0,2959,2,0.124628385060485,COD,West,4,0,0
1447,2023-01-08,Electronics,0,782.1,0.22143497902114406,2022,0,0.0,Prepaid,North,6,2,0
4072,2023-01-08,Home,0,3397.42,0.0,4028,3,0.1352633082410379,COD,South,2,1,0
916,2023-01-08,Home,0,2466.77,0.18238790267586735,2574,5,0.2845729502305572,COD,North,11,2,0
3792,2023-01-08,Apparel,1,977.7,0.4054836837149164,3302,3,0.039045837321870974,Prepaid,West,8,2,0
4937,2023-01-09,Footwear,1,5042.38,0.3383486175116575,3498,2,0.18968354967177614,Prepaid,East,7,6,1
867,2023-01-09,Home,0,5126.2,0.0,2799,2,0.2642843595611838,COD,West,9,0,0
3283,2023-01-09,Home,0,1417.16,0.09535120925320863,1928,1,0.44318593701558434,Prepaid,East,10,1,0
1310,2023-01-09,Electronics,0,1682.21,0.460281327306024,1950,1,0.023827739556145023,COD,South,11,0,0
1717,2023-01-09,Footwear,1,1774.36,0.0,4124,1,0.001338256119929229,COD,East,8,3,0
4386,2023-01-09,Home,0,617.86,0.5837903610453857,2446,1,0.07347979696793495,COD,North,8,3,0
4307,2023-01-09,Apparel,1,432.34,0.0,1239,2,0.011084367334167677,COD,East,1,2,0
3303,2023-01-09,Apparel,1,3165.25,0.0,3887,2,0.5592285579237954,Prepaid,East,4,7,0
1190,2023-01-09,Footwear,1,1616.68,0.0,3589,0,0.0,Prepaid,South,11,0,1
4576,2023-01-09,Beauty,0,2467.07,0.0,2755,1,0.38430105952011107,Prepaid,North,14,7,0
1195,2023-01-09,Electronics,0,1487.44,0.0,1187,2,0.2550414472956308,Prepaid,South,1,0,0
2550,2023-01-09,Apparel,1,1405.9,0.0,1537,1,0.09030818025536926,Prepaid,West,12,0,0
